comment_cleaned,sentiment
thank much love light back loved one well thank explaining physical aspect make hard decision send dog across rainbow bridge last friday course spent weekend secondguessing one day started shaking uncontrollably instinctively put hiking shoe went walk nature made feel better watching video sporadically last year right learning deal emotion helpfulof course mean ever attain perfection side heaven take two hour get bed saturday think closer three hour today stay well everyone reading,positive
watched video today lost friend yesterday sudden heart attack doctor couldnt bring back going strong emotion suddenly remember video watched awhile ago thanks,negative
sorry loss blessed mourn shall comforted hope loved one support,negative
sorry loss thank authentic made cry take lot,negative
thank ive lost parent one year feel numb ive lot handle death necessity much thank letting know ok part process thats comfort,negative
lost mother last week im emotionalpeople say need toim accepting,negative
emotion keep unable function get scary alone one care space cry refocus zone stay away lost dead place helpless need remind matter feeling much need stay stuck,negative
ugly cry beautiful,positive
im literally feeling way right hard year hey pain doesnt get better,negative
see im emotionally desentilized fact ur cry isnt weird make feel blessed show people different im young believe im trained ppl military purpose different view doesnt stop fact respect think ur cry ugly god planned keep believing god always showed love respect im gon na respect id say love person cant via deattachment understanding awareness deepdown soul god made love person passed cancer eternal life beautiful like soil stand,negative
sending love time grief instinct help others going thanks meaningful video,positive
thank thank emma thank showing live real emotion need let work adult fix way god bless,positive
hush going ok much helping,positive
grandma passed away todayi much love feel like part ripped metruly get better,negative
always felt silly emotional find apologizing people time cry easily always hated seen video feel better think different never seen video know god made happen helpful know going watch thank,negative
thank sharing lost husband suddenly last weekend im scared let much im afraid break yo raise,negative
also leave feeling get overwhelming think related child hood supposed suppress feeling instead listening feeling ask need fe better thank sharing feeling love take break didnt let feeling affect kid nice think big challenge balance feeling others care time,neutral
amazing struggle taking break prioritise dealing feeling put people priority reason delay dealing feeling ignore maybe deep feel important others,negative
love thank open raw youre great even though hurt,positive
im sorry hear loss loved one hardest thing bear im sitting alone room ran emotion even leaving work im thankful shared personal emotional unscripted experience ive watched lot video helping pretty tough time think youre amazing human indeed look im thankful,positive
thank video useful,positive
stuff important,neutral
son muy sana hay expresarlas,positive
thank beautiful video lost wonderful husband year week ago video source real comfort healing sharing vulnerability difficult thank opening expressing painful emotion bless,positive
thanks choosing share experience feel honoured lifemay allah bless,positive
love video feel exactly ive played lot money learn feel think video awesome sense show know real people youre therapist whatever occupation youre still human okay show emotion fact healthy thank video,positive
thank sharing super sensitive learning skill,positive
thank youlove,positive
kind woman vulnerable beautiful thank compassionate care,positive
im still grieving son lost year ago april recently week ago buried granddaughter best friend another girl murdered tough need lot pressure keep cry keep cry cry help sometimes want help jesus time actually thank jesus letting feel emotion jesus name pray amen,negative
